"speaker","age","ethnicity","interviewer","logDigit","vowel","consonant","stress","foll_interval","logProp"
"22",34,"White","man",0.063913326,"e","s","stressed","pause",-1.89262424374822
"6",44,"White","woman",-0.027371197,"e","s","stressed","pause",-2.22798366635129
"4",32,"White","man",-0.049190244,"e","s","stressed","pause",-1.86388205572871
"13",29,"White","man",-0.046043939,"e","s","stressed","pause",-1.19850823058538
"22",34,"White","man",0.063913326,"e","s","stressed","pause",-2.4153554355931
"20",27,"White","man",-0.074723546,"e","s","stressed","pause",-2.21530025683662
"5",42,"White","woman",0.01093994,"e","s","stressed","pause",-2.98591971902195
"22",34,"White","man",0.063913326,"e","s","stressed","pause",-2.64022299013165
"3",45,"White","man",-0.011060947,"e","s","stressed","pause",-2.12674250231528
"22",34,"White","man",0.063913326,"e","s","stressed","pause",-2.38287350242455
"3",45,"White","man",-0.011060947,"e","s","stressed","pause",-1.64675348839331
"5",42,"White","woman",0.01093994,"e","s","stressed","pause",-2.58414173647011
"5",42,"White","woman",0.01093994,"e","s","stressed","pause",-1.39448194558693
"5",42,"White","woman",0.01093994,"e","s","stressed","pause",-2.75539606043155
"5",42,"White","woman",0.01093994,"e","s","stressed","pause",-1.8588310976163
"16",20,"White","woman",-0.043951888,"e","t","stressed","pause",-2.15032266382471
"19",30,"White","man",0.057136191,"e","t","stressed","pause",-1.4025090415645
"7",42,"White","woman",-0.071496002,"e","t","stressed","pause",-2.12287350173819
"12",22,"White","woman",-0.015113638,"e","t","stressed","pause",-1.72980159474675
"2",27,"White","woman",-0.0010005,"e","t","stressed","pause",-2.92887221897474
"11",33,"White","man",-0.056570351,"u:","th","stressed","pause",-2.41834588282058
"11",33,"White","man",-0.056570351,"i","sh","stressed","pause",-2.52032110801238
"11",33,"White","man",-0.056570351,"i","t","stressed","pause",-2.29119977105395
"13",29,"White","man",-0.046043939,"i","t","stressed","pause",-1.58096190320306
"1",40,"White","woman",-0.026343975,"i","t","stressed","pause",-1.7574524374823
"5",42,"White","woman",0.01093994,"i","t","stressed","pause",-2.38287997556765
"16",20,"White","woman",-0.043951888,"i","t","stressed","pause",-2.28355588328621
"19",30,"White","man",0.057136191,"i","t","stressed","pause",-1.73437883588863
"18",24,"notWhite","woman",-0.021223636,"i","t","stressed","pause",-1.15671815816592
"3",45,"White","man",-0.011060947,"i","t","stressed","pause",-2.94124408799011
"12",22,"White","woman",-0.015113638,"i","t","stressed","pause",-1.87781723231999
"2",27,"White","woman",-0.0010005,"i","t","stressed","pause",-1.79505436499172
"11",33,"White","man",-0.056570351,"i","t","stressed","pause",-2.74989554988319
"13",29,"White","man",-0.046043939,"i","t","stressed","pause",-0.924400276197185
"1",40,"White","woman",-0.026343975,"i","t","stressed","pause",-2.08009922020494
"5",42,"White","woman",0.01093994,"i","t","stressed","pause",-2.42294877512684
"16",20,"White","woman",-0.043951888,"i","t","stressed","pause",-3.26133169872411
"19",30,"White","man",0.057136191,"i","t","stressed","pause",-0.937032845612435
"3",45,"White","man",-0.011060947,"i","t","stressed","pause",-1.79243691149119
"12",22,"White","woman",-0.015113638,"i","t","stressed","pause",-1.80812573246778
"13",29,"White","man",-0.046043939,"i","t","stressed","pause",-2.01966687823553
"1",40,"White","woman",-0.026343975,"i","t","stressed","pause",-1.831965889603
"5",42,"White","woman",0.01093994,"i","t","stressed","pause",-2.28238238581514
"11",33,"White","man",-0.056570351,"i","t","stressed","pause",-2.57042882305533
"1",40,"White","woman",-0.026343975,"i","t","stressed","pause",-1.5007551345094
"19",30,"White","man",0.057136191,"i","t","stressed","pause",-1.024827455004
"3",45,"White","man",-0.011060947,"i","t","stressed","pause",-1.7008802023859
"11",33,"White","man",-0.056570351,"i","t","stressed","pause",-2.49505902121762
"11",33,"White","man",-0.056570351,"i","t","stressed","pause",-1.54570443627093
"14",44,"White","man",0.074179398,"er","s","stressed","consonant",-1.92268329854499
"14",44,"White","man",0.074179398,"aw","t","stressed","vowel",-2.368288979879
"1",40,"White","woman",-0.026343975,"aw","t","stressed","vowel",-3.2042235477679
"4",32,"White","man",-0.049190244,"e","s","stressed","vowel",-2.29995004541574
"16",20,"White","woman",-0.043951888,"er","t","stressed","vowel",-3.19071413179493
"12",22,"White","woman",-0.015113638,"ay","t","stressed","vowel",-2.16749973360343
"2",27,"White","woman",-0.0010005,"ay","t","stressed","vowel",-2.75551673840488
"9",21,"notWhite","man",-0.058688996,"a:","s","stressed","vowel",-3.84881692942504
"11",33,"White","man",-0.056570351,"a","s","stressed","vowel",-2.90089450660081
"10",34,"White","woman",-0.021223636,"a","t","stressed","vowel",-1.54431114157681
"5",42,"White","woman",0.01093994,"a","t","stressed","vowel",-2.42590413636926
"8",22,"White","man",-0.021223636,"a","t","stressed","vowel",-1.24320957232016
"20",27,"White","man",-0.074723546,"a","k","stressed","vowel",-1.64592131770531
"14",44,"White","man",0.074179398,"a","k","stressed","vowel",-1.31827323235926
"17",21,"White","woman",-0.012072581,"a","k","stressed","vowel",-1.52205540922514
"1",40,"White","woman",-0.026343975,"a","k","stressed","vowel",-1.68579102511717
"10",34,"White","woman",-0.021223636,"a","k","stressed","vowel",-1.65036753199447
"6",44,"White","woman",-0.027371197,"a","k","stressed","vowel",-1.83357050135901
"4",32,"White","man",-0.049190244,"a","k","stressed","vowel",-1.73315675029749
"19",30,"White","man",0.057136191,"a","k","stressed","vowel",-1.55837292127425
"8",22,"White","man",-0.021223636,"a","k","stressed","vowel",-1.69232139349959
"3",45,"White","man",-0.011060947,"a","k","stressed","vowel",-2.01006039614361
"12",22,"White","woman",-0.015113638,"a","k","stressed","vowel",-2.05250787472189
"11",33,"White","man",-0.056570351,"a","k","stressed","vowel",-1.29129663243971
"20",27,"White","man",-0.074723546,"a","k","stressed","vowel",-2.48180193317153
"15",25,"White","woman",0.024692613,"a","k","stressed","vowel",-1.76714099388907
"10",34,"White","woman",-0.021223636,"a","k","stressed","vowel",-2.02184404991277
"19",30,"White","man",0.057136191,"a","k","stressed","vowel",-1.42730429292888
"8",22,"White","man",-0.021223636,"a","k","stressed","vowel",-2.26695791504793
"20",27,"White","man",-0.074723546,"a","k","stressed","vowel",-1.71740839331543
"14",44,"White","man",0.074179398,"a","k","stressed","vowel",-1.75604658362066
"10",34,"White","woman",-0.021223636,"a","k","stressed","vowel",-0.907185013441665
"7",42,"White","woman",-0.071496002,"a","k","stressed","vowel",-1.8629159768504
"18",24,"notWhite","woman",-0.021223636,"a","k","stressed","vowel",-1.34017563996496
"8",22,"White","man",-0.021223636,"a","k","stressed","vowel",-1.64103227799111
"3",45,"White","man",-0.011060947,"a","k","stressed","vowel",-1.71548567697708
"11",33,"White","man",-0.056570351,"a","k","stressed","vowel",-2.09126767095806
"20",27,"White","man",-0.074723546,"a","k","stressed","vowel",-1.71129833390861
"15",25,"White","woman",0.024692613,"a","k","stressed","vowel",-1.85456037054738
"14",44,"White","man",0.074179398,"a","k","stressed","vowel",-1.85095011475256
"7",42,"White","woman",-0.071496002,"a","k","stressed","vowel",-2.32315304313698
"8",22,"White","man",-0.021223636,"a","k","stressed","vowel",-1.76203462543211
"3",45,"White","man",-0.011060947,"a","k","stressed","vowel",-2.11357454827274
"14",44,"White","man",0.074179398,"a","k","stressed","vowel",-1.63855531126914
"13",29,"White","man",-0.046043939,"a","k","stressed","vowel",-1.10027338668551
"1",40,"White","woman",-0.026343975,"a","k","stressed","vowel",-1.44936696439296
"7",42,"White","woman",-0.071496002,"a","k","stressed","vowel",-1.68424093972704
"14",44,"White","man",0.074179398,"a","k","stressed","vowel",-1.54756250897479
"1",40,"White","woman",-0.026343975,"a","k","stressed","vowel",-1.59962535782123
"14",44,"White","man",0.074179398,"a","k","stressed","vowel",-1.04214567688525
"14",44,"White","man",0.074179398,"a","k","stressed","vowel",-1.23335138429614
"14",44,"White","man",0.074179398,"a","k","stressed","vowel",-1.52418451995719
"14",44,"White","man",0.074179398,"a","k","stressed","vowel",-1.16315080975495
"14",44,"White","man",0.074179398,"a","k","stressed","vowel",-1.49494837913638
"14",44,"White","man",0.074179398,"a","k","stressed","vowel",-1.61304975472594
"1",40,"White","woman",-0.026343975,"a","k","stressed","vowel",-1.36440293989768
"14",44,"White","man",0.074179398,"a","k","stressed","vowel",-1.62971934333239
"12",22,"White","woman",-0.015113638,"a","k","stressed","vowel",-1.3414767893616
"13",29,"White","man",-0.046043939,"a:","th","stressed","vowel",-1.8031840556772
"1",40,"White","woman",-0.026343975,"i:","tsh","stressed","vowel",-1.39354953194063
"3",45,"White","man",-0.011060947,"i:","tsh","stressed","vowel",-2.24489177668178
"7",42,"White","woman",-0.071496002,"i:","tsh","stressed","vowel",-1.92565536899261
"7",42,"White","woman",-0.071496002,"i:","tsh","stressed","vowel",-2.18345499654662
"9",21,"notWhite","man",-0.058688996,"u:","t","stressed","vowel",-2.51820037779672
"22",34,"White","man",0.063913326,"u:","t","stressed","vowel",-2.22869221114138
"3",45,"White","man",-0.011060947,"i:","f","stressed","vowel",-1.64476167335983
"15",25,"White","woman",0.024692613,"e","s","stressed","vowel",-1.67302324757895
"1",40,"White","woman",-0.026343975,"e","s","stressed","vowel",-2.72640852370044
"6",44,"White","woman",-0.027371197,"e","s","stressed","vowel",-2.66807244035168
"3",45,"White","man",-0.011060947,"e","s","stressed","vowel",-2.81159088025562
"8",22,"White","man",-0.021223636,"e","s","stressed","vowel",-1.62048069775528
"11",33,"White","man",-0.056570351,"e","s","stressed","vowel",-2.52701813513813
"1",40,"White","woman",-0.026343975,"e","s","stressed","vowel",-2.31197483338142
"14",44,"White","man",0.074179398,"e","s","stressed","vowel",-2.03121939774744
"1",40,"White","woman",-0.026343975,"e","s","stressed","vowel",-1.75399784101435
"15",25,"White","woman",0.024692613,"e","t","stressed","vowel",-2.10378163929755
"14",44,"White","man",0.074179398,"e","t","stressed","vowel",-2.01771596200775
"6",44,"White","woman",-0.027371197,"e","t","stressed","vowel",-1.97701475268555
"6",44,"White","woman",-0.027371197,"e","t","stressed","vowel",-2.18620371715987
"14",44,"White","man",0.074179398,"e","t","stressed","vowel",-2.30455256762228
"14",44,"White","man",0.074179398,"e","t","stressed","vowel",-2.03330948138668
"2",27,"White","woman",-0.0010005,"ay","k","stressed","vowel",-2.45505368660608
"3",45,"White","man",-0.011060947,"i","t","stressed","vowel",-2.17512423041748
"8",22,"White","man",-0.021223636,"a","k","stressed","vowel",-1.55890994095163
"12",22,"White","woman",-0.015113638,"a","k","stressed","vowel",-1.40769826987251
"2",27,"White","woman",-0.0010005,"o","k","stressed","vowel",-1.63736568566964
"22",34,"White","man",0.063913326,"o:","t","stressed","vowel",-2.01205913550229
"11",33,"White","man",-0.056570351,"aw","t","stressed","vowel",-2.69601222236255
"21",21,"White","woman",0.01093994,"u","s","stressed","vowel",-1.61599873496427
"4",32,"White","man",-0.049190244,"u","s","stressed","vowel",-1.66649438420497
"20",27,"White","man",-0.074723546,"u","t","stressed","vowel",-2.57084907948109
"11",33,"White","man",-0.056570351,"u","t","stressed","vowel",-3.11640966684191
"20",27,"White","man",-0.074723546,"v","t","stressed","vowel",-3.05237220792094
"12",22,"White","woman",-0.015113638,"u","t","stressed","vowel",-2.11992449560876
"11",33,"White","man",-0.056570351,"u","t","stressed","vowel",-2.52401296097426
"11",33,"White","man",-0.056570351,"u","tsh","stressed","vowel",-1.26390182839236
"11",33,"White","man",-0.056570351,"u","tsh","stressed","vowel",-3.16820153417056
"11",33,"White","man",-0.056570351,"u","tsh","stressed","vowel",-2.55004595179083
"15",25,"White","woman",0.024692613,"a","tsh","stressed","vowel",-1.99129714347949
"2",27,"White","woman",-0.0010005,"a","tsh","stressed","vowel",-1.66122059751317
"20",27,"White","man",-0.074723546,"a","t","stressed","vowel",-1.95279362067054
"14",44,"White","man",0.074179398,"a","t","stressed","vowel",-1.42048284298468
"5",42,"White","woman",0.01093994,"a","t","stressed","vowel",-2.05176315422252
"15",25,"White","woman",0.024692613,"e","k","stressed","vowel",-3.1158034618349
"1",40,"White","woman",-0.026343975,"e","s","stressed","vowel",-2.08307570692063
"21",21,"White","woman",0.01093994,"a","sh","stressed","vowel",-1.77716350707839
"8",22,"White","man",-0.021223636,"a","sh","stressed","vowel",-1.36697008805305
"15",25,"White","woman",0.024692613,"a","s","stressed","vowel",-1.56040144603821
"14",44,"White","man",0.074179398,"a","s","stressed","vowel",-1.85086782980503
"9",21,"notWhite","man",-0.058688996,"a","s","stressed","vowel",-1.91490561176729
"7",42,"White","woman",-0.071496002,"a","s","stressed","vowel",-1.92504775837879
"18",24,"notWhite","woman",-0.021223636,"a","s","stressed","vowel",-1.22617966027398
"8",22,"White","man",-0.021223636,"a","s","stressed","vowel",-1.68407308382368
"11",33,"White","man",-0.056570351,"a","s","stressed","vowel",-3.34373771473218
"5",42,"White","woman",0.01093994,"a","s","stressed","vowel",-2.01052123111363
"7",42,"White","woman",-0.071496002,"a","s","stressed","vowel",-2.18691520758102
"15",25,"White","woman",0.024692613,"a","s","stressed","vowel",-1.80028856926582
"7",42,"White","woman",-0.071496002,"a","s","stressed","vowel",-2.30987552625899
"4",32,"White","man",-0.049190244,"a","s","stressed","vowel",-2.10413415418958
"8",22,"White","man",-0.021223636,"a","s","stressed","vowel",-1.53949185518562
"8",22,"White","man",-0.021223636,"Vw","s","stressed","vowel",-2.1856820525231
"1",40,"White","woman",-0.026343975,"Vw","s","stressed","vowel",-3.24772939599113
"15",25,"White","woman",0.024692613,"o","s","stressed","vowel",-2.09211598279261
"20",27,"White","man",-0.074723546,"o:","s","stressed","vowel",-2.9318524976834
"4",32,"White","man",-0.049190244,"o:","s","stressed","vowel",-2.82477447541035
"20",27,"White","man",-0.074723546,"o:","s","stressed","vowel",-2.84776938049422
"13",29,"White","man",-0.046043939,"a","k","stressed","vowel",-1.80931464707839
"11",33,"White","man",-0.056570351,"a","f","stressed","vowel",-3.76430050478041
"8",22,"White","man",-0.021223636,"a","sh","stressed","vowel",-1.88474735430133
"4",32,"White","man",-0.049190244,"a","f","stressed","vowel",-1.59560218055589
"20",27,"White","man",-0.074723546,"e","s","stressed","vowel",-1.79652241385867
"1",40,"White","woman",-0.026343975,"e","s","stressed","vowel",-2.283555882975
"4",32,"White","man",-0.049190244,"e","s","stressed","vowel",-1.16107434905287
"14",44,"White","man",0.074179398,"i","sh","stressed","vowel",-2.23263903587722
"20",27,"White","man",-0.074723546,"e","s","stressed","vowel",-4.04381659063141
"14",44,"White","man",0.074179398,"e","s","stressed","vowel",-1.30393936935286
"7",42,"White","woman",-0.071496002,"e","s","stressed","vowel",-1.87981766129403
"12",22,"White","woman",-0.015113638,"e","s","stressed","vowel",-1.57768921401895
"7",42,"White","woman",-0.071496002,"e","s","stressed","vowel",-2.15755303199196
"15",25,"White","woman",0.024692613,"e","s","stressed","vowel",-2.05492283953724
"13",29,"White","man",-0.046043939,"e","s","stressed","vowel",-1.98309301912295
"15",25,"White","woman",0.024692613,"e","k","stressed","vowel",-1.96940277481996
"15",25,"White","woman",0.024692613,"ey","t","stressed","vowel",-2.48258078016285
"22",34,"White","man",0.063913326,"u","f","stressed","vowel",-3.19812139345435
"4",32,"White","man",-0.049190244,"u","f","stressed","vowel",-2.67250526344737
"9",21,"notWhite","man",-0.058688996,"ey","s","stressed","vowel",-3.97106682463008
"14",44,"White","man",0.074179398,"a","f","stressed","vowel",-1.55595198420333
"14",44,"White","man",0.074179398,"a","s","stressed","vowel",-1.6035929481343
"8",22,"White","man",-0.021223636,"a","s","stressed","vowel",-1.7313099851774
"15",25,"White","woman",0.024692613,"i:","s","stressed","vowel",-2.79158400598399
"1",40,"White","woman",-0.026343975,"ay","t","stressed","vowel",-1.60975883293356
"1",40,"White","woman",-0.026343975,"ay","t","stressed","vowel",-3.0104384209229
"12",22,"White","woman",-0.015113638,"ay","t","stressed","vowel",-2.25241099301369
"11",33,"White","man",-0.056570351,"ay","t","stressed","vowel",-3.11005860471698
"4",32,"White","man",-0.049190244,"i","sh","unstressed","vowel",-2.32089470517744
"9",21,"notWhite","man",-0.058688996,"er","s","stressed","vowel",-3.37390523966823
"14",44,"White","man",0.074179398,"i","t","stressed","vowel",-2.25021710724155
"11",33,"White","man",-0.056570351,"i","t","stressed","vowel",-1.76172506667703
"13",29,"White","man",-0.046043939,"o:","s","stressed","vowel",-2.52451578796792
"7",42,"White","woman",-0.071496002,"e","sh","stressed","vowel",-2.51230562428952
"15",25,"White","woman",0.024692613,"a","p","stressed","vowel",-2.14308398635319
"13",29,"White","man",-0.046043939,"e","t","stressed","vowel",-1.04860186810318
"9",21,"notWhite","man",-0.058688996,"a","s","stressed","vowel",-2.98642988067893
"18",24,"notWhite","woman",-0.021223636,"o","t","stressed","vowel",-1.45939861950785
"15",25,"White","woman",0.024692613,"o","th","stressed","vowel",-1.09995165502772
"15",25,"White","woman",0.024692613,"o","th","stressed","vowel",-1.5235260142661
"15",25,"White","woman",0.024692613,"a","s","stressed","vowel",-1.67302324779413
"13",29,"White","man",-0.046043939,"u:","p","stressed","vowel",-1.8400773324286
"3",45,"White","man",-0.011060947,"e","s","stressed","vowel",-1.62295426873383
"4",32,"White","man",-0.049190244,"e","s","stressed","vowel",-1.39356712070188
"4",32,"White","man",-0.049190244,"e","s","stressed","vowel",-1.36726515139277
"4",32,"White","man",-0.049190244,"e","s","stressed","vowel",-1.47773554019409
"19",30,"White","man",0.057136191,"e","s","stressed","vowel",-2.78524902373112
"22",34,"White","man",0.063913326,"e","s","stressed","vowel",-2.57482468697429
"22",34,"White","man",0.063913326,"e","s","stressed","vowel",-2.29277253823228
"14",44,"White","man",0.074179398,"a","k","stressed","vowel",-1.90375042732758
"8",22,"White","man",-0.021223636,"a","p","stressed","vowel",-2.32848161353529
"14",44,"White","man",0.074179398,"o:","s","stressed","vowel",-2.83397866714876
"6",44,"White","woman",-0.027371197,"o","t","stressed","vowel",-2.81470965635148
"14",44,"White","man",0.074179398,"aw","s","stressed","vowel",-1.5744811759571
"4",32,"White","man",-0.049190244,"aw","s","stressed","vowel",-3.02589768795393
"12",22,"White","woman",-0.015113638,"aw","s","stressed","vowel",-2.12670865768774
"15",25,"White","woman",0.024692613,"aw","s","stressed","vowel",-1.81852345959203
"14",44,"White","man",0.074179398,"aw","s","stressed","vowel",-2.28375214475001
"19",30,"White","man",0.057136191,"aw","s","stressed","vowel",-1.64885870003779
"2",27,"White","woman",-0.0010005,"aw","s","stressed","vowel",-3.18879837000339
"8",22,"White","man",-0.021223636,"aw","s","stressed","vowel",-2.15853106352132
"12",22,"White","woman",-0.015113638,"aw","s","stressed","vowel",-2.37880882725947
"12",22,"White","woman",-0.015113638,"aw","s","stressed","vowel",-2.93189457816118
"12",22,"White","woman",-0.015113638,"aw","s","stressed","vowel",-2.69011573639535
"3",45,"White","man",-0.011060947,"i","k","stressed","vowel",-2.41112181618504
"15",25,"White","woman",0.024692613,"a","k","stressed","vowel",-1.66269405723678
"14",44,"White","man",0.074179398,"i","t","stressed","vowel",-2.81670708032357
"14",44,"White","man",0.074179398,"a","k","stressed","vowel",-1.77050139258948
"13",29,"White","man",-0.046043939,"a","k","stressed","vowel",-1.48853018049433
"18",24,"notWhite","woman",-0.021223636,"a","k","stressed","vowel",-2.3840362598096
"2",27,"White","woman",-0.0010005,"a","p","stressed","vowel",-1.23082424545221
"2",27,"White","woman",-0.0010005,"a","s","stressed","vowel",-2.3401747772704
"11",33,"White","man",-0.056570351,"a","f","stressed","vowel",-2.29595244175053
"14",44,"White","man",0.074179398,"a","f","stressed","vowel",-1.4126431908949
"11",33,"White","man",-0.056570351,"a","f","stressed","vowel",-2.0594114867131
"4",32,"White","man",-0.049190244,"a","f","stressed","vowel",-2.26868354115324
"1",40,"White","woman",-0.026343975,"i:","s","stressed","vowel",-2.81112238640423
"12",22,"White","woman",-0.015113638,"e","k","stressed","vowel",-3.67740184567491
"1",40,"White","woman",-0.026343975,"e","f","stressed","vowel",-2.41118891513637
"3",45,"White","man",-0.011060947,"e","f","stressed","vowel",-1.82717392765196
"2",27,"White","woman",-0.0010005,"e","f","stressed","vowel",-2.34267955021359
"8",22,"White","man",-0.021223636,"e","f","stressed","vowel",-1.89449447228793
"17",21,"White","woman",-0.012072581,"e","s","stressed","vowel",-2.094945727935
"3",45,"White","man",-0.011060947,"e","s","stressed","vowel",-2.437324188637
"19",30,"White","man",0.057136191,"e","s","stressed","vowel",-1.83216900782087
"19",30,"White","man",0.057136191,"e","s","stressed","vowel",-1.77984496130795
"19",30,"White","man",0.057136191,"e","s","stressed","vowel",-1.83360949566154
"14",44,"White","man",0.074179398,"e","s","stressed","vowel",-2.56104130997951
"14",44,"White","man",0.074179398,"ay","f","stressed","vowel",-1.81742125495453
"8",22,"White","man",-0.021223636,"ay","f","stressed","vowel",-3.01630022367035
"11",33,"White","man",-0.056570351,"ay","f","stressed","vowel",-3.07495748056863
"8",22,"White","man",-0.021223636,"ay","k","stressed","vowel",-2.3081252734556
"8",22,"White","man",-0.021223636,"ay","k","stressed","vowel",-2.25264041644849
"13",29,"White","man",-0.046043939,"ay","k","stressed","vowel",-2.08120981728553
"13",29,"White","man",-0.046043939,"i","s","stressed","vowel",-2.17654956897764
"13",29,"White","man",-0.046043939,"u","k","stressed","vowel",-1.92829560226477
"10",34,"White","woman",-0.021223636,"o","s","stressed","vowel",-2.45489075412537
"20",27,"White","man",-0.074723546,"o","s","stressed","vowel",-1.98121246353422
"13",29,"White","man",-0.046043939,"o","s","stressed","vowel",-1.70150540846879
"1",40,"White","woman",-0.026343975,"o","s","stressed","vowel",-3.23269297035862
"19",30,"White","man",0.057136191,"o","s","stressed","vowel",-1.59903470831218
"14",44,"White","man",0.074179398,"o","t","stressed","vowel",-2.19565840610488
"13",29,"White","man",-0.046043939,"o","t","stressed","vowel",-2.19993678054814
"16",20,"White","woman",-0.043951888,"o","t","stressed","vowel",-3.23587340135938
"6",44,"White","woman",-0.027371197,"o","t","stressed","vowel",-2.22333664310703
"3",45,"White","man",-0.011060947,"o","t","stressed","vowel",-1.63528291967702
"12",22,"White","woman",-0.015113638,"o","t","stressed","vowel",-1.34610736043075
"13",29,"White","man",-0.046043939,"o","t","stressed","vowel",-1.10013506403732
"16",20,"White","woman",-0.043951888,"o","t","stressed","vowel",-2.03559748928762
"19",30,"White","man",0.057136191,"o","t","stressed","vowel",-1.54455178242107
"11",33,"White","man",-0.056570351,"o","t","stressed","vowel",-1.8169497181446
"8",22,"White","man",-0.021223636,"o","t","stressed","vowel",-2.05746263491182
"1",40,"White","woman",-0.026343975,"o","t","stressed","vowel",-2.45450113497469
"1",40,"White","woman",-0.026343975,"o","t","stressed","vowel",-1.85093978619941
"3",45,"White","man",-0.011060947,"ey","k","stressed","vowel",-2.63273486370317
"16",20,"White","woman",-0.043951888,"a:","tsh","stressed","vowel",-2.65732267760442
"11",33,"White","man",-0.056570351,"a","th","stressed","vowel",-1.77965906254568
"15",25,"White","woman",0.024692613,"a","th","stressed","vowel",-1.78943359942405
"15",25,"White","woman",0.024692613,"a","th","stressed","vowel",-2.46024608811326
"18",24,"notWhite","woman",-0.021223636,"a","t","stressed","vowel",-1.31138715566475
"14",44,"White","man",0.074179398,"i:","t","stressed","vowel",-1.91736814553329
"10",34,"White","woman",-0.021223636,"e","s","stressed","vowel",-0.890404352421186
"14",44,"White","man",0.074179398,"e","s","stressed","vowel",-2.5079765593496
"14",44,"White","man",0.074179398,"e","s","stressed","vowel",-1.57553636077128
"5",42,"White","woman",0.01093994,"e","t","stressed","vowel",-2.04147004790471
"3",45,"White","man",-0.011060947,"i","k","stressed","vowel",-2.42268263854888
"3",45,"White","man",-0.011060947,"o","k","stressed","vowel",-2.13209780640121
"13",29,"White","man",-0.046043939,"Vw","s","stressed","vowel",-2.59525470676333
"1",40,"White","woman",-0.026343975,"u","tsh","stressed","vowel",-2.41631953993536
"11",33,"White","man",-0.056570351,"v","tsh","stressed","vowel",-2.22306958485469
"5",42,"White","woman",0.01093994,"u","tsh","stressed","vowel",-2.47267942314186
"7",42,"White","woman",-0.071496002,"u","tsh","stressed","vowel",-2.96844013108604
"14",44,"White","man",0.074179398,"o:","t","stressed","vowel",-2.85764506452497
"13",29,"White","man",-0.046043939,"e","k","stressed","vowel",-2.79981062202349
"20",27,"White","man",-0.074723546,"ay","s","stressed","vowel",-1.44945082630989
"13",29,"White","man",-0.046043939,"ay","s","stressed","vowel",-1.82725999527455
"8",22,"White","man",-0.021223636,"ay","s","stressed","vowel",-2.89729220099738
"13",29,"White","man",-0.046043939,"o:","th","stressed","vowel",-1.84007733231368
"11",33,"White","man",-0.056570351,"o","t","stressed","vowel",-2.06484557940399
"1",40,"White","woman",-0.026343975,"o","k","stressed","vowel",-3.18885199049834
"4",32,"White","man",-0.049190244,"o","f","stressed","vowel",-1.64198516415327
"17",21,"White","woman",-0.012072581,"o","f","stressed","vowel",-2.03683916419604
"10",34,"White","woman",-0.021223636,"o","f","stressed","vowel",-1.22717969020989
"4",32,"White","man",-0.049190244,"o","f","stressed","vowel",-1.70149605689337
"1",40,"White","woman",-0.026343975,"o","f","stressed","vowel",-1.53377834949517
"12",22,"White","woman",-0.015113638,"aw","t","stressed","vowel",-2.3711941351473
"8",22,"White","man",-0.021223636,"a:","t","stressed","vowel",-2.78230697179793
"3",45,"White","man",-0.011060947,"a","s","stressed","vowel",-2.21782234732007
"5",42,"White","woman",0.01093994,"a","s","stressed","vowel",-1.59550965088811
"15",25,"White","woman",0.024692613,"a","s","stressed","vowel",-1.9576239285944
"22",34,"White","man",0.063913326,"a","s","stressed","vowel",-1.93058614537093
"8",22,"White","man",-0.021223636,"a","s","stressed","vowel",-1.66446161392473
"15",25,"White","woman",0.024692613,"a","s","stressed","vowel",-1.99459232769049
"8",22,"White","man",-0.021223636,"a","s","stressed","vowel",-2.83397866721149
"2",27,"White","woman",-0.0010005,"a","s","stressed","vowel",-2.41327595698729
"15",25,"White","woman",0.024692613,"a","s","stressed","vowel",-2.49756695104349
"15",25,"White","woman",0.024692613,"a","s","stressed","vowel",-1.87406206472191
"8",22,"White","man",-0.021223636,"a","th","stressed","vowel",-1.55512921811902
"15",25,"White","woman",0.024692613,"i","k","stressed","vowel",-2.03123943983024
"22",34,"White","man",0.063913326,"i","t","stressed","vowel",-1.88026457072499
"10",34,"White","woman",-0.021223636,"ey","s","stressed","vowel",-2.57743001852057
"3",45,"White","man",-0.011060947,"ey","s","stressed","vowel",-2.84414763198084
"15",25,"White","woman",0.024692613,"a","t","stressed","vowel",-2.30207493119396
"20",27,"White","man",-0.074723546,"v","s","stressed","vowel",-3.59731226023483
"4",32,"White","man",-0.049190244,"o","sh","stressed","vowel",-1.95902256207399
"12",22,"White","woman",-0.015113638,"o","sh","stressed","vowel",-2.34355253159214
"17",21,"White","woman",-0.012072581,"o","sh","stressed","vowel",-1.39339785063261
"4",32,"White","man",-0.049190244,"e","s","stressed","vowel",-1.84253179454435
"1",40,"White","woman",-0.026343975,"e","s","stressed","vowel",-2.94750038705196
"10",34,"White","woman",-0.021223636,"e","s","stressed","vowel",-1.92919610935828
"20",27,"White","man",-0.074723546,"u","f","stressed","vowel",-3.37085666489983
"14",44,"White","man",0.074179398,"u","sh","stressed","vowel",-2.16017082681101
"9",21,"notWhite","man",-0.058688996,"u","sh","stressed","vowel",-2.85167824418413
"8",22,"White","man",-0.021223636,"u","t","stressed","vowel",-2.35364026351321
"13",29,"White","man",-0.046043939,"u","t","stressed","vowel",-2.07284085758357
"14",44,"White","man",0.074179398,"i","k","stressed","vowel",-2.71814685120879
"10",34,"White","woman",-0.021223636,"a","f","stressed","vowel",-1.46092953240606
"19",30,"White","man",0.057136191,"ey","p","stressed","vowel",-1.95858459004308
"12",22,"White","woman",-0.015113638,"a","t","stressed","vowel",-2.41112181611182
